season,order_date,ship_date,seller,customer_id,sido,sigungu,qty_10kg,qty_5kg,product,memo
2022,2022-11-15,2022-11-17,seller_A,C0057,인천,계양구,1.0,0.0,노지감귤(10kg),
2022,2022-11-15,2022-11-17,seller_A,C0058,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-16,seller_A,C0059,경남,하동군,3.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-17,seller_A,C0060,대전,동구,2.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-17,seller_A,C0061,전남,순천시,3.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0062,서울,동작구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0063,서울,동작구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0064,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0065,서울,용산구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0066,부산,수영구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0067,경기,안산시,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0068,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0069,서울,영등포구,0.0,1.0,노지감귤(5kg),
2022,2022-11-16,2022-11-21,seller_A,C0070,서울,강남구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0071,서울,동작구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0072,경기,파주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0073,서울,성북구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0073,서울,성북구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0074,서울,송파구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0075,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-16,2022-11-21,seller_A,C0018,경기,하남시,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0076,경기,성남시,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0077,경기,수원시,0.0,1.0,노지감귤(5kg),
2022,2022-11-17,2022-11-21,seller_A,C0078,서울,강서구,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0079,서울,강서구,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0080,서울,양천구,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0081,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0082,서울,구로구,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0083,서울,구로구,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0084,서울,양천구,1.0,0.0,노지감귤(10kg),
2022,2022-11-17,2022-11-21,seller_A,C0012,서울,도봉구,0.0,2.0,노지감귤(5kg),
2022,2022-11-18,2022-11-21,seller_A,C0085,서울,관악구,2.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0086,충북,충주시,2.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0087,충북,괴산군,2.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0088,충북,충주시,2.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0089,전남,구례군,5.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0090,경북,봉화군,2.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0091,경북,봉화군,2.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0092,경기,수원시,5.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0093,경기,수원시,1.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0094,경기,의정부시,1.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0095,서울,도봉구,3.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0096,경기,양주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0097,서울,양천구,1.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0098,인천,미추홀구,1.0,0.0,노지감귤(10kg),
2022,2022-11-18,2022-11-21,seller_A,C0099,경북,경산시,1.0,0.0,노지감귤(10kg),
2022,2022-11-19,2022-11-22,seller_A,C0100,경북,경산시,2.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0101,부산,수영구,0.0,1.0,노지감귤(5kg),
2022,2022-11-20,2022-11-22,seller_A,C0102,부산,사하구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0103,대구,중구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0104,서울,서대문구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0105,서울,구로구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0106,서울,서초구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0107,경기,하남시,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0108,경기,평택시,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0109,서울,서초구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0110,서울,강남구,3.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0111,서울,강남구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0112,서울,용산구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0113,서울,영등포구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0114,서울,용산구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0115,경기,김포시,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0116,서울,서초구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0117,서울,종로구,1.0,0.0,노지감귤(10kg),
2022,2022-11-20,2022-11-22,seller_A,C0118,서울,중랑구,1.0,0.0,노지감귤(10kg),
2022,2022-11-21,2022-11-22,seller_A,C0119,경기,군포시,1.0,0.0,노지감귤(10kg),
2022,2022-11-21,2022-11-21,seller_A,C0037,,,1.0,0.0,노지감귤(10kg),
2022,2022-11-21,2022-11-22,seller_A,C0121,세종,세종,1.0,0.0,노지감귤(10kg),
2022,2022-11-21,2022-11-22,seller_A,C0122,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-11-21,2022-11-22,seller_A,C0123,충북,청주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-21,2022-11-22,seller_A,C0124,서울,도봉구,0.0,1.0,노지감귤(5kg),
2022,2022-11-21,2022-11-22,seller_A,C0125,경기,평택시,1.0,0.0,노지감귤(10kg),
2022,2022-11-22,2022-11-23,seller_A,C0126,인천,동구,1.0,0.0,노지감귤(10kg),
2022,2022-11-22,2022-11-23,seller_A,C0127,부산,수영구,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-24,seller_A,C0128,경기,광주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-24,seller_A,C0129,경기,안산시,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-29,seller_A,C0130,서울,성북구,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-29,seller_A,C0131,경기,파주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-29,seller_A,C0132,경기,성남시,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-29,seller_A,C0133,경기,양주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-29,seller_A,C0073,서울,성북구,6.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-24,seller_A,C0134,인천,연수구,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-25,seller_A,C0135,서울,도봉구,0.0,1.0,노지감귤(5kg),
2022,2022-11-23,2022-11-25,seller_A,C0136,제주,국기로,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-25,seller_A,C0137,제주,노형로,1.0,0.0,노지감귤(10kg),
2022,2022-11-23,2022-11-25,seller_A,C0002,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-24,2022-11-29,seller_A,C0138,경기,김포시,1.0,0.0,노지감귤(10kg),
2022,2022-11-24,2022-11-29,seller_A,C0139,인천,서구,1.0,0.0,노지감귤(10kg),
2022,2022-11-24,2022-11-29,seller_A,C0140,서울,강서구,1.0,0.0,노지감귤(10kg),
2022,2022-11-25,2022-11-29,seller_A,C0141,경기,의왕시,1.0,0.0,노지감귤(10kg),
2022,2022-11-25,2022-11-29,seller_A,C0142,서울,강서구,1.0,0.0,노지감귤(10kg),
2022,2022-11-25,2022-11-29,seller_A,C0143,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-25,2022-11-29,seller_A,C0144,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0145,경기,화성시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0145,서울,강남구,0.0,1.0,노지감귤(5kg),
2022,2022-11-26,2022-11-29,seller_A,C0146,경기,김포시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0147,충북,진천군,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0148,경기,성남시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0149,경기,용인시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0150,인천,남동구,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0151,경기,용인시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0152,경기,광주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0153,경기,용인시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0154,강원,춘천시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0155,강원,홍천군,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0156,부산,금정구,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0157,경남,창원시,4.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0158,부산,사하구,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0159,경남,진주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-26,2022-11-29,seller_A,C0160,경남,김해시,1.0,0.0,노지감귤(10kg),
2022,2022-11-27,2022-11-29,seller_A,C0161,부산,금정구,1.0,0.0,노지감귤(10kg),
2022,2022-11-27,2022-11-30,seller_A,C0162,제주,용담로,1.0,0.0,노지감귤(10kg),
2022,2022-11-28,2022-11-30,seller_A,C0163,전남,신안군,1.0,0.0,노지감귤(10kg),
2022,2022-11-28,2022-11-30,seller_A,C0164,광주,남구,1.0,0.0,노지감귤(10kg),
2022,2022-11-28,2022-11-30,seller_A,C0165,경기,안성시,1.0,0.0,노지감귤(10kg),
2022,2022-11-28,2022-11-30,seller_A,C0166,서울,양천구,1.0,0.0,노지감귤(10kg),
2022,2022-11-28,2022-11-30,seller_A,C0006,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-28,2022-12-01,seller_A,C0039,경기,김포시,1.0,0.0,노지감귤(10kg),
2022,2022-11-28,2022-12-01,seller_A,C0167,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0168,경북,포항시,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0169,충남,천안시,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0170,경남,김해시,2.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0171,부산,북구,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0172,서울,동작구,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0173,서울,구로구,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0174,충북,청주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0175,서울,관악구,2.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0176,서울,강서구,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0177,경기,남양주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-29,2022-12-01,seller_A,C0178,경기,성남시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-01,seller_A,C0179,충북,청주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0180,서울,성북구,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0181,경기,광주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0182,경기,고양시,2.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0128,경기,광주시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0044,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0183,경기,평택시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0184,경기,수원시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0185,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0186,경기,화성시,1.0,0.0,노지감귤(10kg),
2022,2022-11-30,2022-12-02,seller_A,C0187,경기,화성시,1.0,0.0,노지감귤(10kg),
2022,2022-12-01,2022-12-02,seller_A,C0188,서울,영등포구,1.0,0.0,노지감귤(10kg),
2022,2022-12-01,2022-12-02,seller_A,C0189,경기,성남시,1.0,0.0,노지감귤(10kg),
2022,2022-12-01,2022-12-02,seller_A,C0190,강원,춘천시,1.0,0.0,노지감귤(10kg),
2022,2022-12-02,2022-12-04,seller_A,C0191,대전,중구,1.0,0.0,노지감귤(10kg),
2022,2022-12-03,2022-12-04,seller_A,C0192,서울,성북구,2.0,0.0,노지감귤(10kg),
2022,2022-12-03,2022-12-04,seller_A,C0193,서울,송파구,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0194,서울,용산구,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0195,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0196,울산,울주군,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0197,경기,성남시,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0198,경기,고양시,3.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0199,대구,서구,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0200,전남,목포시,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0201,전남,나주시,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0202,서울,영등포구,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0203,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0204,경기,의왕시,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0205,경기,성남시,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0206,서울,노원구,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0207,경기,파주시,1.0,0.0,노지감귤(10kg),
2022,2022-12-04,2022-12-05,seller_A,C0208,서울,강북구,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0209,서울,강북구,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0028,경기,남양주시,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0029,제주,구남동,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0210,경기,남영주시,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0211,서울,강서구,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0212,경기,김포시,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0084,서울,양천구,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0122,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0213,서울,마포구,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0214,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0215,경기,용인시,3.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0046,서울,도봉구,0.0,1.0,노지감귤(5kg),
2022,2022-12-05,2022-12-06,seller_A,C0216,인천,연수구,2.0,0.0,노지감귤(10kg),
2022,2022-12-05,2022-12-06,seller_A,C0217,경기,광주시,1.0,0.0,노지감귤(10kg),
2022,2022-12-06,2022-12-07,seller_A,C0218,서울,강서구,1.0,0.0,노지감귤(10kg),
2022,2022-12-06,2022-12-07,seller_A,C0219,경기,남양주시,1.0,0.0,노지감귤(10kg),
2022,2022-12-06,2022-12-07,seller_A,C0220,인천,서구,1.0,0.0,노지감귤(10kg),
2022,2022-12-06,2022-12-07,seller_A,C0221,세종,세종,0.0,1.0,노지감귤(5kg),
2022,2022-12-06,2022-12-07,seller_A,C0222,제주,충효길,1.0,0.0,노지감귤(10kg),
2022,2022-12-06,2022-12-07,seller_A,C0077,경기,수원시,1.0,0.0,노지감귤(10kg),
2022,2022-12-06,2022-12-07,seller_A,C0187,경기,화성시,1.0,0.0,노지감귤(10kg),
2022,2022-12-06,2022-12-07,seller_A,C0064,서울,도봉구,1.0,0.0,노지감귤(10kg),
2022,2022-12-06,2022-12-07,seller_A,C0223,경기,용인시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0224,경남,진주시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0225,서울,서대문구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0226,서울,서대문구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0227,경기,남양주시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0228,경남,창원시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0229,경남,창원시,2.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0230,경남,창원시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0231,경남,창원시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0232,경남,창원시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0233,경남,창원시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0234,경남,김해시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0235,부산,사하구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0236,서울,은평구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0237,서울,노원구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0237,경기,고양시,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0237,강원,홍천군,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0237,서울,서대문구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0237,서울,서대문구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0237,서울,성북구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0104,서울,서대문구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0105,서울,구로구,1.0,0.0,노지감귤(10kg),
2022,2022-12-07,2022-12-08,seller_A,C0106,서울,서초구,1.0,0.0,노지감귤(10kg),
